official,ticker,tdate_purch_og,tdate_purch_edited,0. one_week,profit one_week,1. two_weeks,profit two_weeks,2. four_weeks,profit four_weeks,3. eight_weeks,profit eight_weeks,4. sixteen_weeks,profit sixteen_weeks,5. thirty_two_weeks,profit thirty_two_weeks,6. year,profit year
"Green, Mark",GEL,2020/08/31,2020/08/31,2020/09/07,-0.0804,2020/09/14,-0.0996,2020/09/28,-0.17,2020/10/26,-0.1261,2020/12/21,0.223,2021/04/12,0.7249,2021/08/30,0.4927
"Murray, Patty",GE,2017/03/16,2017/03/16,2017/03/23,-0.0056,2017/03/30,0.003,2017/04/13,-0.0015,2017/05/11,-0.0345,2017/07/06,-0.1058,2017/10/26,-0.2791,2018/03/15,-0.5153
"Lee, Susie",KMX,2020/10/07,2020/10/07,2020/10/14,-0.0172,2020/10/21,-0.0261,2020/11/04,-0.0146,2020/12/02,0.008,2021/01/27,0.3079,2021/05/19,0.228,2021/10/06,0.3494
"Toomey, Patrick J.",TSLA,2020/07/07,2020/07/07,2020/07/14,0.0921,2020/07/21,0.1688,2020/08/04,0.0807,2020/09/01,0.7587,2020/10/27,0.5375,2021/02/16,1.9163,2021/07/06,1.4138
"Brooks, Susan W.",DIS,2020/04/06,2020/04/06,2020/04/13,0.0502,2020/04/20,0.0624,2020/05/04,0.0497,2020/06/01,0.215,2020/07/27,0.1972,2020/11/16,0.4704,2021/04/05,0.9504
"Moran, Jerry",GOOG,2018/12/06,2018/12/06,2018/12/13,0.0151,2018/12/20,-0.034,2019/01/03,-0.0147,2019/01/31,0.0527,2019/03/28,0.109,2019/07/18,0.0849,2019/12/05,0.2587
"Garcia, Mike",TSLA,2020/11/13,2020/11/13,2020/11/20,0.2178,2020/11/27,0.4459,2020/12/11,0.4994,2021/01/08,1.1161,2021/03/05,0.4337,2021/06/25,0.6735,2021/11/12,1.5469
"Shalala, Donna",SITE,2019/05/15,2019/05/15,2019/05/22,0.0039,2019/05/29,0.0204,2019/06/12,0.0108,2019/07/10,0.0247,2019/09/04,0.1591,2019/12/25,0.3928,2020/05/13,0.3226
"Wyden, Ronald L.",NVDA,2020/06/26,2020/06/26,2020/07/03,0.0535,2020/07/10,0.1293,2020/07/24,0.0814,2020/08/21,0.3425,2020/10/16,0.4987,2021/02/05,0.4649,2021/06/25,1.0532
"Gianforte, Greg",AGESY,2020/11/13,2020/11/13,2020/11/20,0.0528,2020/11/27,0.0777,2020/12/11,0.0753,2021/01/08,0.2105,2021/03/05,0.3074,2021/06/25,0.2537,2021/11/12,0.0434
"Wyden, Ronald L.",OSK,2020/07/20,2020/07/20,2020/07/27,0.0402,2020/08/03,0.0405,2020/08/17,0.0549,2020/09/14,0.015,2020/11/09,-0.0358,2021/03/01,0.435,2021/07/19,0.4921
"Lee, Susie",ULTA,2020/05/08,2020/05/08,2020/05/15,-0.1121,2020/05/22,-0.0306,2020/06/05,0.1192,2020/07/03,-0.0883,2020/08/28,0.0823,2020/12/18,0.1905,2021/05/07,0.41
"Whitehouse, Sheldon",BRK-B,2018/08/06,2018/08/06,2018/08/13,-0.0016,2018/08/20,0.0112,2018/09/03,0.0131,2018/10/01,0.042,2018/11/26,0.0167,2019/03/18,-0.0027,2019/08/05,-0.0351
"Perdue Jr., David A.",MPLX,2016/04/22,2016/04/22,2016/04/29,-0.0146,2016/05/06,-0.0652,2016/05/20,-0.0047,2016/06/17,-0.0024,2016/08/12,0.0005,2016/12/02,-0.025,2017/04/21,0.0906
"Reed, John F.",AMGN,2015/02/20,2015/02/20,2015/02/27,0.0116,2015/03/06,0.0035,2015/03/20,0.0897,2015/04/17,0.0461,2015/06/12,-0.0002,2015/10/02,-0.1107,2016/02/19,-0.0409
"Roe, David P.",MCD,2020/06/10,2020/06/10,2020/06/17,-0.0302,2020/06/24,-0.0713,2020/07/08,-0.0588,2020/08/05,0.008,2020/09/30,0.1148,2021/01/20,0.0729,2021/06/09,0.1785
"Whitehouse, Sheldon",CVS,2014/04/29,2014/04/29,2014/05/06,0.0123,2014/05/13,0.0402,2014/05/27,0.0464,2014/06/24,0.023,2014/08/19,0.0747,2014/12/09,0.2276,2015/04/28,0.3753
"Beyer, Donald S.",ASML,2020/06/24,2020/06/24,2020/07/01,0.0115,2020/07/08,0.0714,2020/07/22,0.0787,2020/08/19,0.0375,2020/10/14,0.1023,2021/02/03,0.5042,2021/06/23,0.8825
"Hoeven, John",BSTZ,2019/11/19,2019/11/19,2019/11/26,-0.0082,2019/12/03,-0.0137,2019/12/17,0.0052,2020/01/14,0.0502,2020/03/10,-0.0235,2020/06/30,0.1244,2020/11/17,0.4769
"Shalala, Donna",ADDYY,2019/01/29,2019/01/29,2019/02/05,-0.0093,2019/02/12,-0.0239,2019/02/26,0.0429,2019/03/26,0.0367,2019/05/21,0.2353,2019/09/10,0.2752,2020/01/28,0.4238
"Wyden, Ronald L.",IRBT,2020/04/06,2020/04/06,2020/04/13,0.139,2020/04/20,0.2151,2020/05/04,0.423,2020/06/01,0.8275,2020/07/27,0.7717,2020/11/16,0.8645,2021/04/05,1.9613
"Perdue Jr., David A.",BOIVF,2019/02/13,2019/02/13,2019/02/20,0.0627,2019/02/27,0.0602,2019/03/13,0.1242,2019/04/10,0.1831,2019/06/05,0.146,2019/09/25,0.0448,2020/02/12,0.0602
"Roberts, Pat",AMZN,2017/06/20,2017/06/20,2017/06/27,-0.0111,2017/07/04,-0.0334,2017/07/18,0.0166,2017/08/15,-0.0116,2017/10/10,-0.0094,2018/01/30,0.4178,2018/06/19,0.7209
"Beyer, Donald S.",NKE,2020/11/03,2020/11/03,2020/11/10,0.0309,2020/11/17,0.0524,2020/12/01,0.0907,2020/12/29,0.1399,2021/02/23,0.0793,2021/06/15,0.0518,2021/11/02,0.3441
"Carper, Thomas R.",CEF,2020/11/20,2020/11/20,2020/11/27,-0.0611,2020/12/04,-0.017,2020/12/18,0.0222,2021/01/15,-0.0008,2021/03/12,-0.0408,2021/07/02,0.0189,2021/11/19,-0.0024
"Gottheimer, Josh",CVNA,2020/10/22,2020/10/22,2020/10/29,0.0062,2020/11/05,0.0482,2020/11/19,0.1503,2020/12/17,0.3665,2021/02/11,0.505,2021/06/03,0.3902,2021/10/21,0.5143
"Loeffler, Kelly",BABA,2020/04/07,2020/04/07,2020/04/14,0.0344,2020/04/21,0.0468,2020/05/05,-0.0151,2020/06/02,0.0583,2020/07/28,0.2552,2020/11/17,0.2969,2021/04/06,0.1487
"Shalala, Donna",RDUS,2019/04/03,2019/04/03,2019/04/10,0.0086,2019/04/17,0.01,2019/05/01,-0.0344,2019/05/29,-0.0306,2019/07/24,0.0134,2019/11/13,0.0983,2020/04/01,-0.4419
"Lee, Susie",COMM,2020/01/06,2020/01/06,2020/01/13,0.046,2020/01/20,0.0936,2020/02/03,-0.0672,2020/03/02,-0.1936,2020/04/27,-0.1732,2020/08/17,-0.2155,2021/01/04,-0.0068
"Curtis, John",COST,2020/03/27,2020/03/27,2020/04/03,0.0023,2020/04/10,0.043,2020/04/24,0.0685,2020/05/22,0.0485,2020/07/17,0.131,2020/11/06,0.3309,2021/03/26,0.2076
"Gianforte, Greg",ATASY,2020/03/18,2020/03/18,2020/03/25,0.189,2020/04/01,0.2393,2020/04/15,0.2688,2020/05/13,0.3761,2020/07/08,0.5337,2020/10/28,0.4587,2021/03/17,0.8405
"Perdue Jr., David A.",GM,2016/07/21,2016/07/21,2016/07/28,-0.039,2016/08/04,-0.0559,2016/08/18,-0.0158,2016/09/15,-0.0371,2016/11/10,-0.0096,2017/03/02,0.1708,2017/07/20,0.133
"Conaway, K. M.",USMC,2020/09/21,2020/09/21,2020/09/28,0.0222,2020/10/05,0.0264,2020/10/19,0.0405,2020/11/16,0.0693,2021/01/11,0.1288,2021/05/03,0.2092,2021/09/20,0.2701
"Perdue Jr., David A.",PFE,2017/02/22,2017/02/22,2017/03/01,0.0236,2017/03/08,0.0121,2017/03/22,0.0228,2017/04/19,0.0068,2017/06/14,-0.0266,2017/10/04,0.0766,2018/02/21,0.0794
"Perdue Jr., David A.",NWSA,2019/06/14,2019/06/14,2019/06/21,0.1452,2019/06/28,0.1401,2019/07/12,0.1253,2019/08/09,0.1291,2019/10/04,0.1634,2020/01/24,0.1959,2020/06/12,-0.0118
"Marchant, Kenny",TSN,2020/11/25,2020/11/25,2020/12/02,0.0252,2020/12/09,0.0549,2020/12/23,-0.0208,2021/01/20,0.0039,2021/03/17,0.1714,2021/07/07,0.1236,2021/11/24,0.2839
"Bustos, Cheri",TGT,2020/02/10,2020/02/10,2020/02/17,0.0059,2020/02/24,-0.016,2020/03/09,-0.1091,2020/04/06,-0.1842,2020/06/01,0.0289,2020/09/21,0.2731,2021/02/08,0.6534
"Gianforte, Greg",UPLD,2020/04/02,2020/04/02,2020/04/09,0.1418,2020/04/16,0.0928,2020/04/30,0.2244,2020/05/28,0.3745,2020/07/23,0.391,2020/11/12,0.6977,2021/04/01,0.9082
"Green, Mark",USDP,2020/10/05,2020/10/05,2020/10/12,-0.0258,2020/10/19,-0.0471,2020/11/02,-0.1322,2020/11/30,0.1611,2021/01/25,0.6261,2021/05/17,0.804,2021/10/04,0.9362
"Beyer, Donald S.",NKE,2020/01/10,2020/01/10,2020/01/17,0.0257,2020/01/24,0.0141,2020/02/07,-0.0164,2020/03/06,-0.1353,2020/05/01,-0.1567,2020/08/21,0.0732,2021/01/08,0.4392
"Cisneros, Gilbert",DXCM,2020/09/16,2020/09/16,2020/09/23,-0.0181,2020/09/30,0.0222,2020/10/14,-0.0024,2020/11/11,-0.1289,2021/01/06,-0.0557,2021/04/28,0.0607,2021/09/15,0.3701
"Inhofe, James M.",CLR,2016/01/08,2016/01/08,2016/01/15,-0.0914,2016/01/22,-0.0703,2016/02/05,-0.0829,2016/03/04,0.2605,2016/04/29,0.7762,2016/08/19,1.2711,2017/01/06,1.4445
"Perdue Jr., David A.",GOOG,2020/03/19,2020/03/19,2020/03/26,0.0205,2020/04/02,0.0023,2020/04/16,0.1368,2020/05/14,0.2089,2020/07/09,0.3574,2020/10/29,0.4048,2021/03/18,0.8525
"Cisneros, Gilbert",BR,2020/03/18,2020/03/18,2020/03/25,-0.0764,2020/04/01,-0.0872,2020/04/15,0.0602,2020/05/13,0.1527,2020/07/08,0.2788,2020/10/28,0.3609,2021/03/17,0.4663
"Davis, Susan A.",FB,2020/03/16,2020/03/16,2020/03/23,-0.0254,2020/03/30,0.0747,2020/04/13,0.1397,2020/05/11,0.4074,2020/07/06,0.5639,2020/10/26,0.8512,2021/03/15,0.8015
"Capito, Shelley M.",SYY,2018/04/05,2018/04/05,2018/04/12,-0.0007,2018/04/19,0.0128,2018/05/03,0.0251,2018/05/31,0.0805,2018/07/26,0.1783,2018/11/15,0.0843,2019/04/04,0.0948
"Pelosi, Nancy",MSFT,2020/02/21,2020/02/21,2020/02/28,-0.1249,2020/03/06,-0.1154,2020/03/20,-0.2156,2020/04/17,-0.0135,2020/06/12,0.0448,2020/10/02,0.1546,2021/02/19,0.3418
"Hoeven, John",SLB,2019/12/31,2019/12/31,2020/01/07,0.0074,2020/01/14,-0.0229,2020/01/28,-0.1508,2020/02/25,-0.2443,2020/04/21,-0.6239,2020/08/11,-0.4801,2020/12/29,-0.4621
"Green, Mark",ET,2020/10/22,2020/10/22,2020/10/29,-0.1509,2020/11/05,-0.1148,2020/11/19,-0.0287,2020/12/17,0.1288,2021/02/11,0.1206,2021/06/03,0.7104,2021/10/21,0.6423
"Beyer, Donald S.",UNH,2019/12/23,2019/12/23,2019/12/30,0.0023,2020/01/06,-0.0166,2020/01/20,0.0168,2020/02/17,0.0233,2020/04/13,-0.1113,2020/08/03,0.0262,2020/12/21,0.132
"McConnell Jr., A. M.",WFC,2018/09/06,2018/09/06,2018/09/13,-0.05,2018/09/20,-0.0537,2018/10/04,-0.0897,2018/11/01,-0.0852,2018/12/27,-0.2367,2019/04/18,-0.1887,2019/09/05,-0.1846
"Cisneros, Gilbert",EDU,2020/12/31,2020/12/31,2021/01/07,-0.0655,2021/01/14,-0.0223,2021/01/28,-0.0973,2021/02/25,-0.0035,2021/04/22,-0.0942,2021/08/12,-0.8873,2021/12/30,-0.889
"Lowenthal, Alan S.",KTOS,2020/09/08,2020/09/08,2020/09/15,0.0782,2020/09/22,-0.0302,2020/10/06,0.0464,2020/11/03,0.0417,2020/12/29,0.433,2021/04/20,0.3656,2021/09/07,0.2663
"Whitehouse, Sheldon",ON,2018/06/13,2018/06/13,2018/06/20,-0.0061,2018/06/27,-0.092,2018/07/11,-0.0787,2018/08/08,-0.1169,2018/10/03,-0.2619,2019/01/23,-0.3024,2019/06/12,-0.2209
"Capito, Shelley M.",TSM,2017/09/08,2017/09/08,2017/09/15,0.0005,2017/09/22,0.0052,2017/10/06,0.0221,2017/11/03,0.1172,2017/12/29,0.0645,2018/04/20,0.0444,2018/09/07,0.1891
"Frankel, Lois",AXP,2020/10/01,2020/10/01,2020/10/08,0.0466,2020/10/15,0.0352,2020/10/29,-0.0921,2020/11/26,0.2023,2021/01/21,0.2696,2021/05/13,0.5266,2021/09/30,0.6917
"Conaway, K. M.",GOOGL,2020/09/08,2020/09/08,2020/09/15,0.0003,2020/09/22,-0.0581,2020/10/06,-0.0464,2020/11/03,0.0648,2020/12/29,0.1535,2021/04/20,0.4831,2021/09/07,0.8762
"Cisneros, Gilbert",ELAN,2020/06/16,2020/06/16,2020/06/23,0.0036,2020/06/30,-0.0516,2020/07/14,0.0259,2020/08/11,0.1293,2020/10/06,0.2735,2021/01/26,0.3376,2021/06/15,0.5707
"Perdue Jr., David A.",RF,2017/05/18,2017/05/18,2017/05/25,0.0189,2017/06/01,-0.0168,2017/06/15,0.0335,2017/07/13,0.0506,2017/09/07,-0.0499,2017/12/28,0.2368,2018/05/17,0.372
"Davis, Susan A.",BIDU,2020/02/11,2020/02/11,2020/02/18,-0.0084,2020/02/25,-0.0649,2020/03/10,-0.1883,2020/04/07,-0.2267,2020/06/02,-0.2,2020/09/22,-0.0801,2021/02/09,1.164
"Gianforte, Greg",ASGN,2020/04/27,2020/04/27,2020/05/04,0.2734,2020/05/11,0.3076,2020/05/25,0.5302,2020/06/22,0.5588,2020/08/17,0.7763,2020/12/07,1.008,2021/04/26,1.613
"Whitehouse, Sheldon",DISH,2017/08/24,2017/08/24,2017/08/31,-0.0018,2017/09/07,-0.0067,2017/09/21,-0.0648,2017/10/19,-0.1336,2017/12/14,-0.1443,2018/04/05,-0.313,2018/08/23,-0.3856
"Hoeven, John",KTB,2019/09/24,2019/09/24,2019/10/01,0.0034,2019/10/08,-0.0195,2019/10/22,0.1231,2019/11/19,0.0087,2020/01/14,0.1888,2020/05/05,-0.4461,2020/09/22,-0.3692
"Cisneros, Gilbert",CCMP,2020/08/12,2020/08/12,2020/08/19,-0.049,2020/08/26,-0.0716,2020/09/09,-0.1491,2020/10/07,-0.1101,2020/12/02,-0.1109,2021/03/24,-0.0062,2021/08/11,-0.2716
"Lamborn, Doug",NTAP,2020/12/21,2020/12/21,2020/12/28,0.0415,2021/01/04,0.0243,2021/01/18,0.0106,2021/02/15,0.0866,2021/04/12,0.1564,2021/08/02,0.2587,2021/12/20,0.3597
"Perdue Jr., David A.",FEYE,2018/06/25,2018/06/25,2018/07/02,-0.0268,2018/07/09,0.0448,2018/07/23,0.0678,2018/08/20,-0.0945,2018/10/15,0.0605,2019/02/04,0.1488,2019/06/24,-0.0801
"Gianforte, Greg",AAVMY,2020/03/18,2020/03/18,2020/03/25,0.2462,2020/04/01,-0.0118,2020/04/15,0.0053,2020/05/13,-0.1422,2020/07/08,0.1935,2020/10/28,0.0744,2021/03/17,0.6024
"Frankel, Lois",PXD,2020/10/28,2020/10/28,2020/11/04,0.0136,2020/11/11,0.1186,2020/11/25,0.3399,2020/12/23,0.3692,2021/02/17,0.6616,2021/06/09,1.0583,2021/10/27,1.3297
"Wyden, Ronald L.",MTCH,2020/08/04,2020/08/04,2020/08/11,0.0776,2020/08/18,0.0651,2020/09/01,0.0446,2020/09/29,-0.0021,2020/11/24,0.2659,2021/03/16,0.4303,2021/08/03,0.4676
"Perdue Jr., David A.",PAA,2016/04/21,2016/04/21,2016/04/28,-0.0738,2016/05/05,-0.1091,2016/05/19,-0.0089,2016/06/16,0.0572,2016/08/11,0.1662,2016/12/01,0.343,2017/04/20,0.2331
"Perdue Jr., David A.",WLK,2016/06/29,2016/06/29,2016/07/06,-0.0151,2016/07/13,0.0839,2016/07/27,0.1032,2016/08/24,0.2369,2016/10/19,0.2855,2017/02/08,0.4891,2017/06/28,0.5588
"Marchant, Kenny",ORCL,2020/11/19,2020/11/19,2020/11/26,0.0266,2020/12/03,0.0625,2020/12/17,0.1316,2021/01/14,0.1039,2021/03/11,0.1918,2021/07/01,0.406,2021/11/18,0.6854
"Conaway, K. M.",DGRO,2020/04/22,2020/04/22,2020/04/29,0.0596,2020/05/06,0.0172,2020/05/20,0.0436,2020/06/17,0.0973,2020/08/12,0.1702,2020/12/02,0.266,2021/04/21,0.4308
"McKinley, David B.",RTX,2020/04/30,2020/04/30,2020/05/07,-0.1246,2020/05/14,-0.2051,2020/05/28,0.021,2020/06/25,-0.0818,2020/08/20,-0.0786,2020/12/10,0.1062,2021/04/29,0.2585
"Collins, Susan M.",BA,2014/03/19,2014/03/19,2014/03/26,0.0084,2014/04/02,0.0389,2014/04/16,0.017,2014/05/14,0.0815,2014/07/09,0.0311,2014/10/29,0.0019,2015/03/18,0.2495
"Frankel, Lois",NSP,2020/01/17,2020/01/17,2020/01/24,-0.0184,2020/01/31,-0.0569,2020/02/14,-0.2073,2020/03/13,-0.4568,2020/05/08,-0.4274,2020/08/28,-0.2624,2021/01/15,-0.0955
"Whitehouse, Sheldon",NWL,2016/03/01,2016/03/01,2016/03/08,-0.0035,2016/03/15,0.0592,2016/03/29,0.143,2016/04/26,0.1414,2016/06/21,0.2518,2016/10/11,0.309,2017/02/28,0.2725
"Perdue Jr., David A.",MOS,2018/01/16,2018/01/16,2018/01/23,0.0318,2018/01/30,0.0403,2018/02/13,-0.0515,2018/03/13,0.0562,2018/05/08,0.0074,2018/08/28,0.1699,2019/01/15,0.183
"Langevin, James R.",FB,2020/01/17,2020/01/17,2020/01/24,-0.0111,2020/01/31,-0.0747,2020/02/14,-0.0344,2020/03/13,-0.2584,2020/05/08,-0.0424,2020/08/28,0.3283,2021/01/15,0.1314
"Phillips, Dean",SYF,2020/01/22,2020/01/22,2020/01/29,-0.0949,2020/02/05,-0.0796,2020/02/19,-0.0801,2020/03/18,-0.6023,2020/05/13,-0.5497,2020/09/02,-0.3147,2021/01/20,0.1106
"Hern, Kevin",V,2020/07/27,2020/07/27,2020/08/03,-0.0216,2020/08/10,0.0042,2020/08/24,0.0487,2020/09/21,0.0101,2020/11/16,0.0891,2021/03/08,0.1274,2021/07/26,0.2705
"Cisneros, Gilbert",CBOE,2020/04/29,2020/04/29,2020/05/06,-0.0083,2020/05/13,-0.016,2020/05/27,0.0241,2020/06/24,-0.0488,2020/08/19,-0.0988,2020/12/09,-0.0971,2021/04/28,0.0323
"Hoeven, John",TJX,2016/08/23,2016/08/23,2016/08/30,-0.0144,2016/09/06,-0.0234,2016/09/20,-0.0436,2016/10/18,-0.0736,2016/12/13,-0.0166,2017/04/04,-0.0201,2017/08/22,-0.0954
"Perdue Jr., David A.",UHAL,2018/05/29,2018/05/29,2018/06/05,-0.049,2018/06/12,-0.0003,2018/06/26,0.0096,2018/07/24,0.0599,2018/09/18,0.0055,2019/01/08,-0.0321,2019/05/28,0.1127
"Perdue Jr., David A.",NWSA,2020/03/10,2020/03/10,2020/03/17,0.0268,2020/03/24,-0.1848,2020/04/07,-0.1297,2020/05/05,-0.0661,2020/06/30,0.1249,2020/10/20,0.3274,2021/03/09,1.3868
"Pelosi, Nancy",AAPL,2020/12/22,2020/12/22,2020/12/29,0.0343,2021/01/05,-0.0147,2021/01/19,-0.0318,2021/02/16,0.018,2021/04/13,0.0096,2021/08/03,0.1104,2021/12/21,0.2964
"Roberts, Pat",NFLX,2015/04/14,2015/04/14,2015/04/21,0.181,2015/04/28,0.1806,2015/05/12,0.2214,2015/06/09,0.333,2015/08/04,0.7266,2015/11/24,0.7918,2016/04/12,0.5336
"Gottheimer, Josh",ABCB,2020/10/16,2020/10/16,2020/10/23,0.1474,2020/10/30,0.129,2020/11/13,0.2724,2020/12/11,0.4569,2021/02/05,0.7018,2021/05/28,1.1278,2021/10/15,1.0493
"Hoeven, John",MPC,2019/12/31,2019/12/31,2020/01/07,-0.0249,2020/01/14,-0.001,2020/01/28,-0.1123,2020/02/25,-0.0875,2020/04/21,-0.5969,2020/08/11,-0.3683,2020/12/29,-0.3148
"Wyden, Ronald L.",DIS,2020/06/12,2020/06/12,2020/06/19,0.0199,2020/06/26,-0.0464,2020/07/10,0.0251,2020/08/07,0.1336,2020/10/02,0.0673,2021/01/22,0.51,2021/06/11,0.5455
"Phillips, Dean",LUV,2020/02/24,2020/02/24,2020/03/02,-0.1553,2020/03/09,-0.1847,2020/03/23,-0.4024,2020/04/20,-0.4371,2020/06/15,-0.349,2020/10/05,-0.2855,2021/02/22,0.0064
"Phillips, Dean",DTE,2020/05/13,2020/05/13,2020/05/20,0.0724,2020/05/27,0.1017,2020/06/10,0.173,2020/07/08,0.1115,2020/09/02,0.2316,2020/12/23,0.2378,2021/05/12,0.4536
"Moran, Jerry",DVA,2018/12/06,2018/12/06,2018/12/13,-0.0309,2018/12/20,-0.1487,2019/01/03,-0.1583,2019/01/31,-0.0812,2019/03/28,-0.1252,2019/07/18,-0.0724,2019/12/05,0.1859
"Roberts, Pat",NOC,2019/11/04,2019/11/04,2019/11/11,0.0102,2019/11/18,0.0311,2019/12/02,0.0036,2019/12/30,0.008,2020/02/24,0.0455,2020/06/15,-0.0976,2020/11/02,-0.145
"Capito, Shelley M.",EMR,2018/04/05,2018/04/05,2018/04/12,-0.0055,2018/04/19,0.032,2018/05/03,-0.0167,2018/05/31,0.0425,2018/07/26,0.0399,2018/11/15,-0.0079,2019/04/04,0.0353
"Foxx, Virginia",SO,2019/12/09,2019/12/09,2019/12/16,-0.0023,2019/12/23,0.0283,2020/01/06,0.0155,2020/02/03,0.1406,2020/03/30,-0.0725,2020/07/20,-0.1204,2020/12/07,-0.0023
"Perdue Jr., David A.",SPY,2018/06/27,2018/06/27,2018/07/04,0.002,2018/07/11,0.0212,2018/07/25,0.0416,2018/08/22,0.0539,2018/10/17,0.0288,2019/02/06,0.0041,2019/06/26,0.0729
"Perdue Jr., David A.",MRK,2017/09/11,2017/09/11,2017/09/18,0.0172,2017/09/25,0.0034,2017/10/09,-0.0088,2017/11/06,-0.1401,2018/01/01,-0.1323,2018/04/23,-0.0765,2018/09/10,0.078
"Cisneros, Gilbert",IART,2020/02/10,2020/02/10,2020/02/17,0.0252,2020/02/24,0.0037,2020/03/09,-0.1819,2020/04/06,-0.2402,2020/06/01,-0.0873,2020/09/21,-0.214,2021/02/08,0.2043
"Gottheimer, Josh",AAPL,2020/02/26,2020/02/26,2020/03/04,0.0207,2020/03/11,-0.0536,2020/03/25,-0.14,2020/04/22,-0.0587,2020/06/17,0.2089,2020/10/07,0.5721,2021/02/24,0.696
"Perdue Jr., David A.",KR,2019/08/08,2019/08/08,2019/08/15,-0.057,2019/08/22,-0.0011,2019/09/05,0.0574,2019/10/03,0.054,2019/11/28,0.1606,2020/03/19,0.4868,2020/08/06,0.4979
"Roberts, Pat",NFLX,2017/11/07,2017/11/07,2017/11/14,-0.0165,2017/11/21,-0.0074,2017/12/05,-0.066,2018/01/02,0.0042,2018/02/27,0.4869,2018/06/19,1.0075,2018/11/06,0.582
"Roberts, Pat",NOC,2018/09/04,2018/09/04,2018/09/11,0.0207,2018/09/18,0.0581,2018/10/02,0.0716,2018/10/30,-0.1379,2018/12/25,-0.2323,2019/04/16,-0.0555,2019/09/03,0.2265
"Gianforte, Greg",NTTYY,2020/11/13,2020/11/13,2020/11/20,0.0156,2020/11/27,0.0228,2020/12/11,0.0382,2021/01/08,0.1339,2021/03/05,0.0892,2021/06/25,0.1111,2021/11/12,0.225
"Green, Mark",GLOP,2020/10/05,2020/10/05,2020/10/12,-0.0303,2020/10/19,-0.0503,2020/11/02,-0.1219,2020/11/30,-0.2658,2021/01/25,-0.0579,2021/05/17,-0.1377,2021/10/04,0.2369
"Langevin, James R.",LUV,2020/03/25,2020/03/25,2020/04/01,-0.1649,2020/04/08,-0.1471,2020/04/22,-0.2458,2020/05/20,-0.2725,2020/07/15,-0.1097,2020/11/04,-0.017,2021/03/24,0.4847
"Curtis, John",ABT,2020/03/27,2020/03/27,2020/04/03,0.0467,2020/04/10,0.125,2020/04/24,0.2399,2020/05/22,0.1995,2020/07/17,0.3082,2020/11/06,0.5087,2021/03/26,0.5965
"Roberts, Pat",NOC,2018/02/05,2018/02/05,2018/02/12,0.0246,2018/02/19,0.0731,2018/03/05,0.0414,2018/04/02,0.0509,2018/05/28,-0.0009,2018/09/17,-0.0569,2019/02/04,-0.159
"Roberts, Pat",MSFT,2020/04/30,2020/04/30,2020/05/07,0.0294,2020/05/14,-0.0007,2020/05/28,0.0222,2020/06/25,0.1106,2020/08/20,0.1887,2020/12/10,0.1873,2021/04/29,0.4163
"Perdue Jr., David A.",HBI,2018/05/04,2018/05/04,2018/05/11,-0.0003,2018/05/18,0.1075,2018/06/01,0.0979,2018/06/29,0.3336,2018/08/24,0.0589,2018/12/14,-0.1739,2019/05/03,0.0535
"Conaway, K. M.",USB,2020/06/01,2020/06/01,2020/06/08,0.1885,2020/06/15,0.0278,2020/06/29,0.0006,2020/07/27,-0.0062,2020/09/21,0.0019,2021/01/11,0.3482,2021/05/31,0.6859
"Roberts, Pat",AAPL,2020/08/03,2020/08/03,2020/08/10,0.0194,2020/08/17,0.0479,2020/08/31,0.1707,2020/09/28,0.039,2020/11/23,0.0539,2021/03/15,0.1134,2021/08/02,0.331
"Loeffler, Kelly",HIG,2020/04/07,2020/04/07,2020/04/14,0.1498,2020/04/21,0.0264,2020/05/05,-0.0151,2020/06/02,0.0909,2020/07/28,0.1172,2020/11/17,0.2644,2021/04/06,0.8629
"Wyden, Ronald L.",VMC,2020/06/04,2020/06/04,2020/06/11,-0.07,2020/06/18,0.002,2020/07/02,-0.0052,2020/07/30,-0.0022,2020/09/24,0.0664,2021/01/14,0.3433,2021/06/03,0.5118
"Gottheimer, Josh",SNAP,2020/11/06,2020/11/06,2020/11/13,-0.0754,2020/11/20,-0.0023,2020/12/04,0.1068,2021/01/01,0.139,2021/02/26,0.4794,2021/06/18,0.4558,2021/11/05,0.2179
"Green, Mark",ET,2020/08/10,2020/08/10,2020/08/17,0.031,2020/08/24,0.0333,2020/09/07,-0.0542,2020/10/05,-0.154,2020/11/30,-0.0232,2021/03/22,0.2446,2021/08/09,0.4172
"Perdue Jr., David A.",DISCA,2017/05/10,2017/05/10,2017/05/17,-0.0373,2017/05/24,-0.0289,2017/06/07,-0.0021,2017/07/05,-0.0023,2017/08/30,-0.1511,2017/12/20,-0.1555,2018/05/09,-0.1356
"Reed, John F.",TMO,2016/09/22,2016/09/22,2016/09/29,0.0026,2016/10/06,0.0062,2016/10/20,-0.0337,2016/11/17,-0.0494,2017/01/12,-0.0691,2017/05/04,0.0783,2017/09/21,0.2013
"Wyden, Ronald L.",AAPL,2020/06/23,2020/06/23,2020/06/30,-0.0118,2020/07/07,0.022,2020/07/21,0.0671,2020/08/18,0.2523,2020/10/13,0.3341,2021/02/02,0.475,2021/06/22,0.4466
"Perdue Jr., David A.",NKE,2016/06/27,2016/06/27,2016/07/04,0.0665,2016/07/11,0.0956,2016/07/25,0.0924,2016/08/22,0.1357,2016/10/17,-0.0124,2017/02/06,0.0082,2017/06/26,0.0215
